p_transf,pathway,share
0.9,B06A|B|C,0.001
0.9,B63Z,0.002
0.9,I66A|B,0.0
0.9,E69A|B,0.003
0.9,E40A|B,0.002
0.9,T40Z,0.002
0.9,E71A|B|C,0.004
0.9,C03Z,0.004
0.9,J69A|B|C,0.0
0.9,C14Z,0.004
0.9,U61A|B,0.005
0.9,K05A|B,0.001
0.9,D100Z,0.006
0.9,L61Z,0.025
0.9,B42A|B,0.002
0.9,K02A|B,0.001
0.9,D05Z,0.005
0.9,B02A|B|C,0.002
0.9,D64Z,0.0
0.9,K06A|B,0.0
0.9,C04Z,0.003
0.9,J13A|B,0.004
0.9,G11Z,0.003
0.9,D60A|B|C,0.0
0.9,I16Z,0.003
0.9,L02A|B,0.003
0.9,I10A|B,0.0
0.9,B07A|B,0.0
0.9,T63A|B,0.001
0.9,L05A|B,0.002
0.9,I13A|B|C,0.004
0.9,B69A|B,0.003
0.9,I73A|B,0.0
0.9,G70A|B|C,0.026
0.9,L04A|B|C,0.0
0.9,C13Z,0.004
0.9,E76A|B,0.003
0.9,I08A|B,0.002
0.9,I23Z,0.004
0.9,J08A|B|C,0.004
0.9,J60A|B|C,0.0
0.9,U68Z,0.006
0.9,F12A|B,0.0
0.9,T64A|B|C,0.002
0.9,H08A|B,0.0
0.9,D06Z,0.001
0.9,I72A|B,0.0
0.9,B64A|B,0.001
0.9,N62Z,0.014
0.9,G65A|B,0.02
0.9,N06Z,0.0
0.9,F43Z,0.0
0.9,R01A|B,0.001
0.9,X00X|B,0.041
0.9,F76A|B|C,0.002
0.9,I69A|B,0.0
0.9,D13Z,0.002
0.9,U66Z,0.0
0.9,U40Z,0.002
0.9,K01A|B,0.001
0.9,M61A|B,0.001
0.9,I32A|B,0.004
0.9,J68A|B|C,0.0
0.9,L65A|B,0.004
0.9,I75A|B,0.0
0.9,F11A|B,0.002
0.9,L64A|B|C,0.007
0.9,J10Z,0.003
0.9,M04Z,0.003
0.9,R62A|B,0.019
0.9,I76A|B,0.0
0.9,C62A|B,0.0
0.9,I63A|B,0.0
0.9,C10Z,0.001
0.9,U63A|B,0.008
0.9,F62A|B|C,0.01
0.9,F13A|B,0.001
0.9,I81Z,0.0
0.9,F21A|B,0.003
0.9,F05A|B,0.001
0.9,I24Z,0.004
0.9,U65Z,0.003
0.9,F66A|B,0.004
0.9,D12A|B,0.004
0.9,I79A|B,0.0
0.9,T01A|B|C,0.0
0.9,N11Z,0.001
0.9,L41Z,0.02
0.9,H64A|B|C,0.0
0.9,I30Z,0.003
0.9,F08A|B,0.003
0.9,B78A|B|C,0.001
0.9,R03A|B|C,0.001
0.9,I64A|B,0.0
0.9,N04A|B,0.0
0.9,F41A|B,0.0
0.9,B03A|B,0.003
0.9,B68A|B,0.002
0.9,F68Z,0.011
0.9,H63A|B|C,0.0
0.9,I20Z,0.003
0.9,M62A_B,0.0
0.9,F64A|B,0.0
0.9,R60A|B|C,0.003
0.9,H05A|B,0.0
0.9,H62A|B,0.0
0.9,B71A|B|C,0.003
0.9,E41a|B,0.004
0.9,I31A|B,0.004
0.9,L40Z,0.022
0.9,X00X|A,0.01
0.9,K64A|B|C,0.0
0.9,F67A|B,0.0
0.9,D62A|B,0.0
0.9,G03A|B|C,0.001
0.9,B04A|B,0.002
0.9,J11Z,0.004
0.9,J14Z,0.001
0.9,K13Z,0.001
0.9,F60A|B,0.0
0.9,G07A|B,0.003
0.9,B76A|B|C,0.003
0.9,C16Z,0.003
0.9,E63Z,0.001
0.9,M40Z,0.001
0.9,E64A|B,0.002
0.9,G04A|B|C,0.003
0.9,B70A|B|C|D,0.002
0.9,J63A|B,0.0
0.9,F01A|B,0.0
0.9,N08Z,0.0
0.9,L60A|B|C,0.001
0.9,R04A|B,0.0
0.9,I27A|B|C,0.003
0.9,D15Z,0.003
0.9,F09A|B|C,0.0
0.9,I17A|B,0.004
0.9,F07A|B,0.0
0.9,F65A|B,0.0
0.9,K11A|B,0.001
0.9,R63Z,0.005
0.9,G05A|B|C,0.002
0.9,L63A|B,0.011
0.9,R61A|B|C,0.033
0.9,I80Z,0.0
0.9,I01A|B,0.004
0.9,D66A|B|C,0.0
0.9,L66Z,0.022
0.9,H61A|B|C,0.0
0.9,G47A|B|C,0.003
0.9,H06A|B,0.0
0.9,B79A|B,0.0
0.9,I05A|B,0.002
0.9,I67A|B,0.0
0.9,I74A|B,0.0
0.9,I19A|B,0.004
0.9,G60A|B,0.023
0.9,I11Z,0.001
0.9,D02A|B|C,0.0
0.9,U60Z,0.002
0.9,G67A|B,0.009
0.9,A40A|B,0.0
0.9,F42A|B|C,0.0
0.9,H02A|B,0.0
0.9,K09A|B,0.0
0.9,J65A|B|C,0.0
0.9,M05Z,0.002
0.9,G61A|B,0.024
0.9,F40A|B,0.0
0.9,E67A|B,0.004
0.9,D04Z,0.0
0.9,C05Z,0.006
0.9,K60A|B|C,0.001
0.9,F04A|B,0.0
0.9,I12A|B|C,0.004
0.9,I15Z,0.002
0.9,J67A|B,0.0
0.9,F63A|B,0.0
0.9,I07Z,0.004
0.9,I28A|B,0.002
0.9,I60Z,0.0
0.9,J64A|B,0.0
0.9,I18Z,0.002
0.9,M01A|B,0.005
0.9,B73Z,0.003
0.9,G48A|B|C,0.011
0.9,F18A|B,0.0
0.9,F75A|B|C,0.0
0.9,D11Z,0.003
0.9,E42A|B|C,0.004
0.9,M60A|B,0.0
0.9,L07A|B,0.0
0.9,R02A|B|C,0.001
0.9,L68Z,0.006
0.9,F10A|B,0.0
0.9,K61Z,0.001
0.9,C15Z,0.004
0.9,I68A|B,0.0
0.9,D63A|B|C,0.0
0.9,I03A|B,0.001
0.9,M64Z,0.0
0.9,I78A|B,0.0
0.9,E01A|B,0.002
0.9,B41Z,0.002
0.9,L62A|B,0.004
0.9,L42Z,0.02
0.9,E66A|B|C,0.002
0.9,F73A|B|C,0.0
0.9,G46A|B|C,0.006
0.9,M06A|B,0.014
0.9,D61A|B|C,0.0
0.9,E74A|B|C,0.002
0.9,K12Z,0.001
0.9,F03A|B,0.0
0.9,G02A|B,0.003
0.9,L08A|B,0.001
0.9,N60A|B,0.022
0.9,B05Z,0.003
0.9,B81A|B,0.001
0.9,F19A|B,0.0
0.9,E61A|B,0.0
0.9,L09A|B|C,0.0
0.9,I29Z,0.004
0.9,I21Z,0.003
0.9,J01A|B,0.002
0.9,E65A|B,0.004
0.9,D65Z,0.0
0.9,U64Z,0.008
0.9,N61Z,0.004
0.9,F02Z,0.0
0.9,E73A|B|C,0.003
0.9,K63A|B,0.0
0.9,F61A|B,0.003
0.9,L06A|B,0.0
0.9,E70A|B,0.003
0.9,L03A|B|C,0.002
0.9,N09Z,0.0
0.9,N10Z,0.0
0.9,F17Z,0.0
0.9,G10A|B,0.003
0.9,L67A|B|C,0.028
0.9,B77Z,0.002
0.9,B80A|B,0.003
0.9,I02A|B,0.0
0.9,J09Z,0.001
0.9,D14A|B,0.001
0.9,I71A|B,0.0
0.9,E62A|B|C,0.004
0.9,E68A|B,0.001
0.9,I61A|B,0.0
0.9,G64A|B,0.006
0.9,B72A|B,0.0
0.9,E75A|B,0.003
0.9,C11Z,0.003
0.9,I77A|B,0.0
0.9,U67Z,0.011
0.9,C60A|B,0.001
0.9,K08Z,0.0
0.9,H60A|B|C,0.0
0.9,E02A|B|C,0.0
0.9,G12A|B|C,0.004
0.9,F20Z,0.001
0.9,G66A|B,0.014
0.9,B66A|B|C,0.002
0.9,J12A|B|C,0.004
0.9,C63A|B,0.001
0.9,F72A|B,0.016
0.9,K40A|B|C,0.001
0.9,I09A|B,0.004
0.9,I65A|B,0.0
0.9,F14A|B|C,0.001
0.9,F69A|B,0.006
0.9,N07A|B,0.0
0.9,C01Z,0.005
0.9,C02Z,0.006
0.9,C61A|B,0.001
0.9,C12Z,0.005
0.9,I04A|B,0.001
0.9,F74A|B,0.013
0.9,I06Z,0.003
0.9,I25A|B,0.003
0.9,J06A|B,0.001
0.9,G01A|B,0.004
0.9,M02A|B,0.015
0.9,U62A|B,0.008
0.9,F06A|B,0.001
0.9,M03Z,0.009
0.9,J62A|B,0.0
0.9,T60A|B,0.0
0.9,B01A|B,0.003
0.9,T61A|B,0.001
0.9,H01A|B,0.0
1.0,K03Z,0.001
1.0,T62A|B,0.001
1.0,K62A|B|C,0.0
1.0,B67A|B|C,0.003
1.0,B82A|B|C,0.002
1.0,J07A|B,0.004
1.0,H07A|B,0.0
1.0,B06A|B|C,0.001
1.0,B63Z,0.002
1.0,I66A|B,0.0
1.0,E69A|B,0.003
1.0,E40A|B,0.002
1.0,T40Z,0.002
1.0,E71A|B|C,0.004
1.0,C03Z,0.004
1.0,J69A|B|C,0.0
1.0,C14Z,0.004
1.0,U61A|B,0.005
1.0,K05A|B,0.001
1.0,D100Z,0.006
1.0,L61Z,0.025
1.0,B42A|B,0.002
1.0,K02A|B,0.001
1.0,D05Z,0.005
1.0,B02A|B|C,0.002
1.0,D64Z,0.0
1.0,K06A|B,0.0
1.0,C04Z,0.003
1.0,J13A|B,0.004
1.0,G11Z,0.003
1.0,D60A|B|C,0.0
1.0,I16Z,0.003
1.0,L02A|B,0.003
1.0,I10A|B,0.0
1.0,B07A|B,0.0
1.0,T63A|B,0.001
1.0,L05A|B,0.002
1.0,I13A|B|C,0.004
1.0,B69A|B,0.003
1.0,I73A|B,0.0
1.0,G70A|B|C,0.026
1.0,L04A|B|C,0.0
1.0,C13Z,0.004
1.0,E76A|B,0.003
1.0,I08A|B,0.002
1.0,I23Z,0.004
1.0,J08A|B|C,0.004
1.0,J60A|B|C,0.0
1.0,U68Z,0.006
1.0,F12A|B,0.0
1.0,T64A|B|C,0.002
1.0,H08A|B,0.0
1.0,D06Z,0.001
1.0,I72A|B,0.0
1.0,B64A|B,0.001
1.0,N62Z,0.014
1.0,G65A|B,0.02
1.0,N06Z,0.0
1.0,F43Z,0.0
1.0,R01A|B,0.001
1.0,X00X|B,0.041
1.0,F76A|B|C,0.002
1.0,I69A|B,0.0
1.0,D13Z,0.002
1.0,U66Z,0.0
1.0,U40Z,0.002
1.0,K01A|B,0.001
1.0,M61A|B,0.001
1.0,I32A|B,0.004
1.0,J68A|B|C,0.0
1.0,L65A|B,0.004
1.0,I75A|B,0.0
1.0,F11A|B,0.002
1.0,L64A|B|C,0.007
1.0,J10Z,0.003
1.0,M04Z,0.003
1.0,R62A|B,0.019
1.0,I76A|B,0.0
1.0,C62A|B,0.0
1.0,I63A|B,0.0
1.0,C10Z,0.001
1.0,U63A|B,0.008
1.0,F62A|B|C,0.01
1.0,F13A|B,0.001
1.0,I81Z,0.0
1.0,F21A|B,0.003
1.0,F05A|B,0.001
1.0,I24Z,0.004
1.0,U65Z,0.003
1.0,F66A|B,0.004
1.0,D12A|B,0.004
1.0,I79A|B,0.0
1.0,T01A|B|C,0.0
1.0,N11Z,0.001
1.0,L41Z,0.02
1.0,H64A|B|C,0.0
1.0,I30Z,0.003
1.0,F08A|B,0.003
1.0,B78A|B|C,0.001
1.0,R03A|B|C,0.001
1.0,I64A|B,0.0
1.0,N04A|B,0.0
1.0,F41A|B,0.0
1.0,B03A|B,0.003
1.0,B68A|B,0.002
1.0,F68Z,0.011
1.0,H63A|B|C,0.0
1.0,I20Z,0.003
1.0,M62A_B,0.0
1.0,F64A|B,0.0
1.0,R60A|B|C,0.003
1.0,H05A|B,0.0
1.0,H62A|B,0.0
1.0,B71A|B|C,0.003
1.0,E41a|B,0.004
1.0,I31A|B,0.004
1.0,L40Z,0.022
1.0,X00X|A,0.01
1.0,K64A|B|C,0.0
1.0,F67A|B,0.0
1.0,D62A|B,0.0
1.0,G03A|B|C,0.001
1.0,B04A|B,0.002
1.0,J11Z,0.004
1.0,J14Z,0.001
1.0,K13Z,0.001
1.0,F60A|B,0.0
1.0,G07A|B,0.003
1.0,B76A|B|C,0.003
1.0,C16Z,0.003
1.0,E63Z,0.001
1.0,M40Z,0.001
1.0,E64A|B,0.002
1.0,G04A|B|C,0.003
1.0,B70A|B|C|D,0.002
1.0,J63A|B,0.0
1.0,F01A|B,0.0
1.0,N08Z,0.0
1.0,L60A|B|C,0.001
1.0,R04A|B,0.0
1.0,I27A|B|C,0.003
1.0,D15Z,0.003
1.0,F09A|B|C,0.0
1.0,I17A|B,0.004
1.0,F07A|B,0.0
1.0,F65A|B,0.0
1.0,K11A|B,0.001
1.0,R63Z,0.005
1.0,G05A|B|C,0.002
1.0,L63A|B,0.011
1.0,R61A|B|C,0.033
1.0,I80Z,0.0
1.0,I01A|B,0.004
1.0,D66A|B|C,0.0
1.0,L66Z,0.022
1.0,H61A|B|C,0.0
1.0,G47A|B|C,0.003
1.0,H06A|B,0.0
1.0,B79A|B,0.0
1.0,I05A|B,0.002
1.0,I67A|B,0.0
1.0,I74A|B,0.0
1.0,I19A|B,0.004
1.0,G60A|B,0.023
1.0,I11Z,0.001
1.0,D02A|B|C,0.0
1.0,U60Z,0.002
1.0,G67A|B,0.009
1.0,A40A|B,0.0
1.0,F42A|B|C,0.0
1.0,H02A|B,0.0
1.0,K09A|B,0.0
1.0,J65A|B|C,0.0
1.0,M05Z,0.002
1.0,G61A|B,0.024
1.0,F40A|B,0.0
1.0,E67A|B,0.004
1.0,D04Z,0.0
1.0,C05Z,0.006
1.0,K60A|B|C,0.001
1.0,F04A|B,0.0
1.0,I12A|B|C,0.004
1.0,I15Z,0.002
1.0,J67A|B,0.0
1.0,F63A|B,0.0
1.0,I07Z,0.004
1.0,I28A|B,0.002
1.0,I60Z,0.0
1.0,J64A|B,0.0
1.0,I18Z,0.002
1.0,M01A|B,0.005
1.0,B73Z,0.003
1.0,G48A|B|C,0.011
1.0,F18A|B,0.0
1.0,F75A|B|C,0.0
1.0,D11Z,0.003
1.0,E42A|B|C,0.004
1.0,M60A|B,0.0
1.0,L07A|B,0.0
1.0,R02A|B|C,0.001
1.0,L68Z,0.006
1.0,F10A|B,0.0
1.0,K61Z,0.001
1.0,C15Z,0.004
1.0,I68A|B,0.0
1.0,D63A|B|C,0.0
1.0,I03A|B,0.001
1.0,M64Z,0.0
1.0,I78A|B,0.0
1.0,E01A|B,0.002
1.0,B41Z,0.002
1.0,L62A|B,0.004
1.0,L42Z,0.02
1.0,E66A|B|C,0.002
1.0,F73A|B|C,0.0
1.0,G46A|B|C,0.006
1.0,M06A|B,0.014
1.0,D61A|B|C,0.0
1.0,E74A|B|C,0.002
1.0,K12Z,0.001
1.0,F03A|B,0.0
1.0,G02A|B,0.003
1.0,L08A|B,0.001
1.0,N60A|B,0.022
1.0,B05Z,0.003
1.0,B81A|B,0.001
1.0,F19A|B,0.0
1.0,E61A|B,0.0
1.0,L09A|B|C,0.0
1.0,I29Z,0.004
1.0,I21Z,0.003
1.0,J01A|B,0.002
1.0,E65A|B,0.004
1.0,D65Z,0.0
1.0,U64Z,0.008
1.0,N61Z,0.004
1.0,F02Z,0.0
1.0,E73A|B|C,0.003
1.0,K63A|B,0.0
1.0,F61A|B,0.003
1.0,L06A|B,0.0
1.0,E70A|B,0.003
1.0,L03A|B|C,0.002
1.0,N09Z,0.0
1.0,N10Z,0.0
1.0,F17Z,0.0
1.0,G10A|B,0.003
1.0,L67A|B|C,0.028
1.0,B77Z,0.002
1.0,B80A|B,0.003
1.0,I02A|B,0.0
1.0,J09Z,0.001
1.0,D14A|B,0.001
1.0,I71A|B,0.0
1.0,E62A|B|C,0.004
1.0,E68A|B,0.001
1.0,I61A|B,0.0
1.0,G64A|B,0.006
1.0,B72A|B,0.0
1.0,E75A|B,0.003
1.0,C11Z,0.003
1.0,I77A|B,0.0
1.0,U67Z,0.011
1.0,C60A|B,0.001
1.0,K08Z,0.0
1.0,H60A|B|C,0.0
1.0,E02A|B|C,0.0
1.0,G12A|B|C,0.004
1.0,F20Z,0.001
1.0,G66A|B,0.014
1.0,B66A|B|C,0.002
1.0,J12A|B|C,0.004
1.0,C63A|B,0.001
1.0,F72A|B,0.016
1.0,K40A|B|C,0.001
1.0,I09A|B,0.004
1.0,I65A|B,0.0
1.0,F14A|B|C,0.001
1.0,F69A|B,0.006
1.0,N07A|B,0.0
1.0,C01Z,0.005
1.0,C02Z,0.006
1.0,C61A|B,0.001
1.0,C12Z,0.005
1.0,I04A|B,0.001
1.0,F74A|B,0.013
1.0,I06Z,0.003
1.0,I25A|B,0.003
1.0,J06A|B,0.001
1.0,G01A|B,0.004
1.0,M02A|B,0.015
1.0,U62A|B,0.008
1.0,F06A|B,0.001
1.0,M03Z,0.009
1.0,J62A|B,0.0
1.0,T60A|B,0.0
1.0,B01A|B,0.003
1.0,T61A|B,0.001
1.0,H01A|B,0.0
